date,code,name,market,total_shares,foreign_shares,foreign_ratio
2026-01-08,1593,祺驊,TPEX,39784772,2333144,0.0
2026-01-08,1595,川寶,TPEX,54151980,1311637,0.0
2026-01-08,1599,宏佳騰,TPEX,74528764,5833946,0.0
2026-01-08,1742,台蠟,TPEX,93559300,207848,0.0
2026-01-08,1777,生泰,TPEX,44591713,595052,0.0
2026-01-08,1781,合世,TPEX,47407605,280171,0.0
2026-01-08,1784,訊聯,TPEX,53121191,1862823,0.0
2026-01-08,1785,光洋科,TPEX,596002243,101486207,0.0
2026-01-08,1788,杏昌,TPEX,44520971,4851995,0.0
2026-01-08,1796,金穎生技,TPEX,41459793,332002,0.0
2026-01-08,1799,易威,TPEX,124689527,15354733,0.0
2026-01-08,1813,寶利徠,TPEX,46635510,4428704,0.0
2026-01-08,1815,富喬,TPEX,584886254,75037216,0.0
2026-01-08,2035,唐榮,TPEX,350000000,212014,0.0
2026-01-08,2061,風青,TPEX,57378052,1079333,0.0
2026-01-08,2063,世鎧,TPEX,48101453,470328,0.0
2026-01-08,2064,晉椿,TPEX,69330000,54000,0.0
2026-01-08,2065,世豐,TPEX,63516707,870912,0.0
2026-01-08,2066,世德,TPEX,44449527,4353797,0.0
2026-01-08,2067,嘉鋼,TPEX,45138177,5171395,0.0
2026-01-08,2070,精湛,TPEX,35782800,946648,0.0
2026-01-08,2073,雄順,TPEX,27500000,11000,0.0
2026-01-08,2221,大甲,TPEX,42325000,270020,0.0
2026-01-08,2230,泰茂,TPEX,68029605,2536337,0.0
2026-01-08,2235,謚源,TPEX,35878000,34000,0.0
2026-01-08,2596,綠意,TPEX,100000000,377644,0.0
2026-01-08,2640,大車隊,TPEX,59264956,4075260,0.0
2026-01-08,2641,正德,TPEX,318271229,15653123,0.0
2026-01-08,2643,捷迅,TPEX,35000000,600126,0.0
2026-01-08,2718,全心投控,TPEX,87576000,609001,0.0
2026-01-08,2719,燦星旅,TPEX,68969500,155756,0.0
2026-01-08,2724,藝舍-KY,TPEX,59656345,9007964,0.0
2026-01-08,2726,雅茗-KY,TPEX,37922454,8874570,0.0
2026-01-08,2729,瓦城,TPEX,43040783,827490,0.0
2026-01-08,2732,六角,TPEX,46518570,1777108,0.0
2026-01-08,2734,易飛網,TPEX,57259760,2264248,0.0
2026-01-08,2736,富野,TPEX,79972230,644086,0.0
2026-01-08,2740,天蔥,TPEX,13952016,279836,0.0
2026-01-08,2743,山富,TPEX,46815210,719890,0.0
2026-01-08,2745,五福,TPEX,33808526,1148726,0.0
2026-01-08,2751,王座,TPEX,19600000,80387,0.0
2026-01-08,2752,豆府,TPEX,26693861,331275,0.0
2026-01-08,2754,亞洲藏壽司,TPEX,46861000,32086180,0.0
2026-01-08,2755,揚秦,TPEX,36429305,534971,0.0
2026-01-08,2756,聯發國際,TPEX,24542820,288320,0.0
2026-01-08,2916,滿心,TPEX,64626878,13702993,0.0
2026-01-08,2924,宏太-KY,TPEX,52035934,34763760,0.0
2026-01-08,2926,誠品生活,TPEX,47389650,541132,0.0
2026-01-08,2937,集雅社,TPEX,43541975,31901,0.0
2026-01-08,2941,米斯特,TPEX,15390000,72000,0.0
2026-01-08,2947,振宇五金,TPEX,21495460,53204,0.0
2026-01-08,2948,寶陞,TPEX,30000000,37831,0.0
2026-01-08,2949,欣新網,TPEX,30641100,9292,0.0
2026-01-08,3064,泰偉,TPEX,13011451,15592,0.0
2026-01-08,3066,李洲,TPEX,83070612,623318,0.0
2026-01-08,3067,全域,TPEX,20000000,3296,0.0
2026-01-08,3071,協禧,TPEX,110000000,1664645,0.0
2026-01-08,3073,天方能源,TPEX,39511028,397714,0.0
2026-01-08,3078,僑威,TPEX,227391064,56553830,0.0
2026-01-08,3081,聯亞,TPEX,92521377,25535434,0.0
2026-01-08,3083,網龍,TPEX,86486858,967076,0.0
2026-01-08,3085,新零售,TPEX,69019288,3928294,0.0
2026-01-08,3086,華義,TPEX,27271051,11204216,0.0
2026-01-08,3088,艾訊,TPEX,107563017,9857588,0.0
2026-01-08,3093,港建*,TPEX,145155576,99009396,0.0
2026-01-08,3095,及成,TPEX,14680000,524244,0.0
2026-01-08,3105,穩懋,TPEX,423940384,121158981,0.0
2026-01-08,3114,好德,TPEX,65129792,327682,0.0
2026-01-08,3115,富榮綱,TPEX,72197615,1250818,0.0
2026-01-08,3118,進階,TPEX,32452860,130073,0.0
2026-01-08,3122,笙泉,TPEX,40764826,1593431,0.0
2026-01-08,3128,昇銳,TPEX,47317489,714238,0.0
2026-01-08,3131,弘塑,TPEX,29216015,6506677,0.0
2026-01-08,3141,晶宏,TPEX,75460728,6020814,0.0
2026-01-08,3147,大綜,TPEX,43686831,579449,0.0
2026-01-08,3152,璟德,TPEX,69016200,9152122,0.0
2026-01-08,3158,嘉實,TPEX,30298425,405219,0.0
2026-01-08,3162,精確,TPEX,133441112,62962431,0.0
2026-01-08,3163,波若威,TPEX,80540741,15804264,0.0
2026-01-08,3169,亞信,TPEX,63106981,1716666,0.0
2026-01-08,3171,炎洲流通,TPEX,33118158,246325,0.0
2026-01-08,3176,基亞,TPEX,139306755,5799757,0.0
2026-01-08,3178,公準,TPEX,45050000,293000,0.0
2026-01-08,3188,鑫龍騰,TPEX,186309876,3845105,0.0
2026-01-08,3191,雲嘉南,TPEX,43597381,19794,0.0
2026-01-08,3205,佰研,TPEX,67545631,4483914,0.0
2026-01-08,3206,志豐,TPEX,58916621,1047817,0.0
2026-01-08,3207,耀勝,TPEX,66422124,3928928,0.0
2026-01-08,3211,順達,TPEX,153781021,32105008,0.0
2026-01-08,3213,茂訊,TPEX,58685547,3481432,0.0
2026-01-08,3217,優群,TPEX,90104203,8709945,0.0
2026-01-08,3218,大學光,TPEX,84724899,6284355,0.0
2026-01-08,3219,倚強科,TPEX,71103880,869041,0.0
2026-01-08,3221,台嘉碩,TPEX,103862110,4407528,0.0
2026-01-08,3224,三顧,TPEX,68172648,536147,0.0
2026-01-08,3226,龍鋒,TPEX,64430573,35956,0.0
2026-01-08,3227,原相,TPEX,149927748,33197905,0.0
2026-01-08,3228,金麗科,TPEX,71511495,4696373,0.0
2026-01-08,3230,錦明,TPEX,86010900,3500100,0.0
2026-01-08,3232,昱捷,TPEX,46567865,3750616,0.0
2026-01-08,3234,光環,TPEX,111474692,2854431,0.0
2026-01-08,3236,千如,TPEX,105000613,13550760,0.0
2026-01-08,3252,海灣,TPEX,50195754,1103246,0.0
2026-01-08,3259,鑫創,TPEX,72965934,7969689,0.0
2026-01-08,3260,威剛,TPEX,325785648,97363011,0.0
2026-01-08,3264,欣銓,TPEX,490170076,176082241,0.0
2026-01-08,3265,台星科,TPEX,136261659,5667723,0.0
2026-01-08,3268,海德威,TPEX,34720796,333929,0.0
2026-01-08,3272,東碩,TPEX,61176789,340040,0.0
2026-01-08,3276,宇環,TPEX,69712666,713122,0.0
2026-01-08,3284,太普高,TPEX,108482473,631577,0.0
2026-01-08,3285,微端,TPEX,42735324,5498931,0.0
2026-01-08,3287,廣寰科,TPEX,43970483,724000,0.0
2026-01-08,3288,點晶,TPEX,16000000,22962,0.0
2026-01-08,3289,宜特,TPEX,86259421,6610987,0.0
2026-01-08,3290,東浦,TPEX,90215034,5879506,0.0
2026-01-08,3293,鈊象,TPEX,281801560,59701295,0.0
2026-01-08,3294,英濟,TPEX,132015919,12623098,0.0
2026-01-08,3297,杭特,TPEX,36049445,1391362,0.0
2026-01-08,3303,岱稜,TPEX,94090607,4187910,0.0
2026-01-08,3306,鼎天,TPEX,50607702,1140368,0.0
2026-01-08,3310,佳穎,TPEX,71479154,41000,0.0
2026-01-08,3313,斐成,TPEX,205060776,4068158,0.0
2026-01-08,3317,尼克森,TPEX,90000000,5716158,0.0
2026-01-08,3322,建舜電,TPEX,121582157,3114809,0.0
2026-01-08,3323,加百裕,TPEX,93952394,4369084,0.0
2026-01-08,3324,雙鴻,TPEX,91774449,23780613,0.0
2026-01-08,3325,旭品,TPEX,90168610,1760360,0.0
2026-01-08,3332,幸康,TPEX,48104246,620610,0.0
2026-01-08,3339,泰谷,TPEX,66568300,1933708,0.0
2026-01-08,3349,寶德,TPEX,46071648,462849,0.0
2026-01-08,3354,律勝,TPEX,70112426,325502,0.0
2026-01-08,3357,臺慶科,TPEX,109034881,16788168,0.0
2026-01-08,3360,尚立,TPEX,76402244,957574,0.0
2026-01-08,3362,先進光,TPEX,142445475,9569054,0.0
2026-01-08,3363,上詮,TPEX,103640567,20996328,0.0
2026-01-08,3372,典範,TPEX,175324000,2533773,0.0
2026-01-08,3373,熱映,TPEX,47618782,976744,0.0
2026-01-08,3374,精材,TPEX,271364316,37690404,0.0
2026-01-08,3379,彬台,TPEX,38041748,656213,0.0
2026-01-08,3388,崇越電,TPEX,74062358,5070956,0.0
2026-01-08,3390,旭軟,TPEX,78958259,1092927,0.0
2026-01-08,3402,漢科,TPEX,73047692,3595574,0.0
2026-01-08,3426,台興,TPEX,26400000,105721,0.0
2026-01-08,3430,奇鈦科,TPEX,33716085,1703838,0.0
2026-01-08,3434,哲固,TPEX,35380792,1301587,0.0
2026-01-08,3438,類比科,TPEX,47165815,1024827,0.0
2026-01-08,3441,聯一光,TPEX,40039920,1172009,0.0
2026-01-08,3444,利機,TPEX,44996877,5143189,0.0
2026-01-08,3455,由田,TPEX,59850750,6104485,0.0
2026-01-08,3465,進泰電子,TPEX,35329862,1638344,0.0
2026-01-08,3466,德晉,TPEX,61492073,10641445,0.0
2026-01-08,3467,台灣精材,TPEX,31106569,282992,0.0
2026-01-08,3479,安勤,TPEX,72630164,4518916,0.0
2026-01-08,3483,力致,TPEX,99049257,7713600,0.0
2026-01-08,3484,崧騰,TPEX,78828189,5862211,0.0
2026-01-08,3489,森寶,TPEX,90452155,551000,0.0
2026-01-08,3490,單井,TPEX,55006435,2736720,0.0
2026-01-08,3491,昇達科,TPEX,67498454,21315120,0.0
2026-01-08,3492,長盛,TPEX,35531600,360000,0.0
2026-01-08,3498,陽程,TPEX,61273008,5523497,0.0
2026-01-08,3499,環天科,TPEX,54970596,96112,0.0
2026-01-08,3508,位速,TPEX,104311737,699023,0.0
2026-01-08,3511,矽瑪,TPEX,79972945,1716091,0.0
2026-01-08,3512,皇龍,TPEX,113072372,460976,0.0
2026-01-08,3516,亞帝歐,TPEX,59560874,308405,0.0
2026-01-08,3520,華盈,TPEX,68846778,2294149,0.0
2026-01-08,3521,鴻翊,TPEX,128265552,405015,0.0
2026-01-08,3522,御嵿,TPEX,83971209,132091,0.0
2026-01-08,3523,迎輝,TPEX,64257868,31001,0.0
2026-01-08,3526,凡甲,TPEX,65134161,8922625,0.0
2026-01-08,3527,聚積,TPEX,44445125,2229150,0.0
2026-01-08,3529,力旺,TPEX,74673742,38802597,0.0
2026-01-08,3531,先益,TPEX,61175011,11790414,0.0
2026-01-08,3537,堡達,TPEX,56242979,1201162,0.0
2026-01-08,3540,曜越,TPEX,72458548,2309553,0.0
2026-01-08,3541,西柏,TPEX,56349142,519847,0.0
2026-01-08,3546,宇峻,TPEX,58427323,4534763,0.0
2026-01-08,3548,兆利,TPEX,67744175,3648647,0.0
2026-01-08,3551,世禾,TPEX,62274890,6298174,0.0
2026-01-08,3552,同致,TPEX,97918334,11000250,0.0
2026-01-08,3555,博士旺,TPEX,29998797,709519,0.0
2026-01-08,3556,禾瑞亞,TPEX,63702844,2721430,0.0
2026-01-08,3558,神準,TPEX,59060881,2034242,0.0
2026-01-08,3564,其陽,TPEX,59123100,1610672,0.0
2026-01-08,3567,逸昌,TPEX,33954000,987281,0.0
2026-01-08,3570,大塚,TPEX,17097000,7688450,0.0
2026-01-08,3577,泓格,TPEX,63965653,1507296,0.0
2026-01-08,3580,友威科,TPEX,39470657,1775885,0.0
2026-01-08,3581,博磊,TPEX,51006000,6013472,0.0
2026-01-08,3587,閎康,TPEX,67038234,10101064,0.0
2026-01-08,3594,磐儀,TPEX,95948358,2044812,0.0
2026-01-08,3597,映興,TPEX,39236440,424176,0.0
2026-01-08,3609,三一東林,TPEX,38419387,980001,0.0
2026-01-08,3611,鼎翰,TPEX,47490134,6055227,0.0
2026-01-08,3615,安可,TPEX,68466976,2017568,0.0
2026-01-08,3623,富晶通,TPEX,29185946,391067,0.0
2026-01-08,3624,光頡,TPEX,117340842,50389036,0.0
2026-01-08,3625,西勝,TPEX,114246765,5919679,0.0
2026-01-08,3628,盈正,TPEX,45000000,2009094,0.0
2026-01-08,3629,地心引力,TPEX,32954782,9000,0.0
2026-01-08,3630,新鉅科,TPEX,204191848,84126243,0.0
2026-01-08,3631,晟楠,TPEX,81820909,6584301,0.0
2026-01-08,3632,研勤,TPEX,40889738,107986,0.0
2026-01-08,3646,艾恩特,TPEX,39297371,2628082,0.0
2026-01-08,3663,鑫科,TPEX,108494074,3095671,0.0
2026-01-08,3664,安瑞-KY,TPEX,65273085,27329415,0.0
2026-01-08,3666,光耀,TPEX,138949850,317969,0.0
2026-01-08,3672,康聯訊,TPEX,40790375,991017,0.0
2026-01-08,3675,德微,TPEX,53057923,28712560,0.0
2026-01-08,3680,家登,TPEX,96039516,17592331,0.0
2026-01-08,3684,榮昌,TPEX,30001674,132999,0.0
2026-01-08,3685,元創精密,TPEX,79574000,468006,0.0
2026-01-08,3687,歐買尬,TPEX,30059572,2422011,0.0
2026-01-08,3689,湧德,TPEX,85225676,13813763,0.0
2026-01-08,3691,碩禾,TPEX,91883420,3361032,0.0
2026-01-08,3693,營邦,TPEX,42990694,3133182,0.0
2026-01-08,3707,漢磊,TPEX,383222653,41308568,0.0
2026-01-08,3709,鑫聯大投控,TPEX,125569450,10040367,0.0
2026-01-08,3710,連展投控,TPEX,287250734,8635275,0.0
2026-01-08,3713,新晶投控,TPEX,88090000,359032,0.0
2026-01-08,4102,永日,TPEX,42373443,531197,0.0
2026-01-08,4105,東洋,TPEX,248649959,60117856,0.0
2026-01-08,4107,邦特,TPEX,69298336,5485457,0.0
2026-01-08,4109,加捷生醫,TPEX,118736681,1657395,0.0
2026-01-08,4111,濟生,TPEX,59832135,2198196,0.0
2026-01-08,4113,聯上,TPEX,231138137,2924210,0.0
2026-01-08,4114,健喬,TPEX,510175636,33140745,0.0
2026-01-08,4116,明基醫,TPEX,44566000,314049,0.0
2026-01-08,4120,友華,TPEX,86747119,5695063,0.0
2026-01-08,4121,優盛,TPEX,82748045,1448281,0.0
2026-01-08,4123,晟德,TPEX,761225674,85277557,0.0
2026-01-08,4126,太醫,TPEX,72600000,7434463,0.0
2026-01-08,4127,天良,TPEX,45760000,431123,0.0
2026-01-08,4128,中天,TPEX,588170597,38530065,0.0
2026-01-08,4129,聯合,TPEX,96436704,14605032,0.0
2026-01-08,4130,健亞,TPEX,114887530,1925155,0.0
2026-01-08,4131,浩泰,TPEX,39500000,64000,0.0
2026-01-08,4138,曜亞,TPEX,39930000,203935,0.0
2026-01-08,4139,馬光-KY,TPEX,42549911,8481329,0.0
2026-01-08,4147,中裕,TPEX,273119225,26473990,0.0
2026-01-08,4153,鈺緯,TPEX,58668197,193972,0.0
2026-01-08,4154,樂威科-KY,TPEX,32327620,7044595,0.0
2026-01-08,4157,太景*-KY,TPEX,711833575,10975326,0.0
2026-01-08,4160,訊聯基因,TPEX,26690334,144295,0.0
2026-01-08,4161,聿新科,TPEX,59808204,562373,0.0
2026-01-08,4162,智擎,TPEX,145677640,13246688,0.0
2026-01-08,4163,鐿鈦,TPEX,49703893,1397886,0.0
2026-01-08,4166,友霖,TPEX,243035089,25985141,0.0
2026-01-08,4167,松瑞藥,TPEX,310444107,31416354,0.0
2026-01-08,4168,醣聯,TPEX,112521318,5092891,0.0
2026-01-08,4171,瑞基,TPEX,58457469,7866677,0.0
2026-01-08,4173,久裕,TPEX,74574355,1944669,0.0
2026-01-08,4174,浩鼎,TPEX,263159374,23664673,0.0
2026-01-08,4175,杏一,TPEX,42323307,50118,0.0
2026-01-08,4183,福永生技,TPEX,23800000,2000,0.0
2026-01-08,4188,安克,TPEX,63332900,57314,0.0
2026-01-08,4192,杏國,TPEX,35164500,108104,0.0
2026-01-08,4198,欣大健康,TPEX,24108000,282940,0.0
2026-01-08,4205,中華食,TPEX,97649228,535071,0.0
2026-01-08,4207,環泰,TPEX,198538008,3374227,0.0
2026-01-08,4303,信立,TPEX,94605317,1961848,0.0
2026-01-08,4304,勝昱,TPEX,61038065,4389,0.0
2026-01-08,4305,世坤,TPEX,55014000,27365,0.0
2026-01-08,4401,東隆興,TPEX,122692012,1790772,0.0
2026-01-08,4402,郡都開發,TPEX,67991830,1540145,0.0
2026-01-08,4406,新昕纖,TPEX,51912000,91117,0.0
2026-01-08,4413,飛寶企業,TPEX,31314689,1791009,0.0
2026-01-08,4416,三圓,TPEX,73586213,498180,0.0
2026-01-08,4417,金洲,TPEX,83971399,4341919,0.0
2026-01-08,4419,皇家美食,TPEX,169163133,8883,0.0
2026-01-08,4420,光明,TPEX,40455000,395008,0.0
2026-01-08,4430,耀億,TPEX,56273609,1293912,0.0
2026-01-08,4432,銘旺實,TPEX,50589000,495220,0.0
2026-01-08,4433,興采,TPEX,61299774,73613,0.0
2026-01-08,4442,竣邦-KY,TPEX,30442938,19859241,0.0
2026-01-08,4502,健信,TPEX,57469686,2210102,0.0
2026-01-08,4503,金雨,TPEX,78313326,3092585,0.0
2026-01-08,4506,崇友,TPEX,177012000,4300296,0.0
2026-01-08,4510,高鋒,TPEX,108010689,5337767,0.0
2026-01-08,4513,福裕,TPEX,114361921,3091031,0.0
2026-01-08,4523,永彰,TPEX,64949000,1804013,0.0
2026-01-08,4527,方土霖,TPEX,76152370,1417242,0.0
2026-01-08,4528,江興鍛,TPEX,84165695,74655,0.0
2026-01-08,4529,淳紳,TPEX,84549096,13979945,0.0
2026-01-08,4530,宏易,TPEX,27269959,820530,0.0
2026-01-08,4533,協易機,TPEX,158434110,7704631,0.0
2026-01-08,4534,慶騰,TPEX,86788948,546704,0.0
2026-01-08,4535,至興,TPEX,75661740,84152,0.0
2026-01-08,4538,大詠城,TPEX,58772991,75516,0.0
2026-01-08,4541,晟田,TPEX,67647068,2344595,0.0
2026-01-08,4542,科嶠,TPEX,32323417,2194219,0.0
2026-01-08,4543,萬在,TPEX,59772300,4031741,0.0
2026-01-08,4549,桓達,TPEX,57002445,1110138,0.0
2026-01-08,4550,長佳,TPEX,37838783,580001,0.0
2026-01-08,4554,橙的,TPEX,26327464,6453509,0.0
2026-01-08,4556,旭然,TPEX,42302840,4659044,0.0
2026-01-08,4558,寶緯,TPEX,50000000,214000,0.0
2026-01-08,4561,健椿,TPEX,58521619,1196105,0.0
2026-01-08,4563,百德,TPEX,54950000,1742135,0.0
2026-01-08,4568,科際精密,TPEX,31769125,6375251,0.0
2026-01-08,4577,達航科技,TPEX,49137998,526000,0.0
2026-01-08,4580,捷流閥業,TPEX,46803109,1473458,0.0
2026-01-08,4584,君帆,TPEX,30002400,4080,0.0
2026-01-08,4609,唐鋒,TPEX,47946820,0,0.0
2026-01-08,4702,中美實,TPEX,72333200,31314411,0.0
2026-01-08,4706,大恭,TPEX,79030093,23260091,0.0
2026-01-08,4707,磐亞,TPEX,403715270,3143257,0.0
2026-01-08,4711,永純,TPEX,61056000,480873,0.0
2026-01-08,4714,永捷,TPEX,178088188,11827580,0.0
2026-01-08,4716,大立,TPEX,94427191,3392825,0.0
2026-01-08,4721,美琪瑪,TPEX,74986304,2929163,0.0
2026-01-08,4726,永昕,TPEX,207114300,43030608,0.0
2026-01-08,4728,雙美,TPEX,54463000,9885155,0.0
2026-01-08,4729,熒茂,TPEX,79226741,917287,0.0
2026-01-08,4735,豪展,TPEX,41568758,54432,0.0
2026-01-08,4741,泓瀚,TPEX,34812079,466980,0.0
2026-01-08,4743,合一,TPEX,479296486,49697050,0.0
2026-01-08,4744,皇將,TPEX,54984332,4190426,0.0
2026-01-08,4745,合富-KY,TPEX,77449547,10153477,0.0
2026-01-08,4747,強生,TPEX,44932346,289875,0.0
2026-01-08,4749,新應材,TPEX,92732865,14244326,0.0
2026-01-08,4754,國碳科,TPEX,30283215,47087,0.0
2026-01-08,4760,勤凱,TPEX,32218283,870401,0.0
2026-01-08,4767,誠泰科技,TPEX,31415000,8000,0.0
2026-01-08,4768,晶呈科技,TPEX,47487969,5944748,0.0
2026-01-08,4772,台特化,TPEX,147681552,22174810,0.0
2026-01-08,4804,大略-KY,TPEX,66479920,2188219,0.0
2026-01-08,4806,桂田文創,TPEX,99947092,1882692,0.0
2026-01-08,4903,聯光通,TPEX,105343714,4275497,0.0
2026-01-08,4905,台聯電,TPEX,29260044,2807181,0.0
2026-01-08,4907,富宇,TPEX,118145778,283589,0.0
2026-01-08,4908,前鼎,TPEX,78216907,3418763,0.0
2026-01-08,4909,新復興,TPEX,93356864,5626784,0.0
2026-01-08,4911,德英,TPEX,63719568,174132,0.0
2026-01-08,4923,力士,TPEX,33890800,230205,0.0
2026-01-08,4924,欣厚-KY,TPEX,37164409,14146668,0.0
2026-01-08,4931,新盛力,TPEX,65565761,15298866,0.0
2026-01-08,4933,友輝,TPEX,81989675,5409073,0.0
2026-01-08,4939,亞電,TPEX,98200868,2427414,0.0
2026-01-08,4946,辣椒,TPEX,7810946,1109866,0.0
2026-01-08,4950,金耘國際,TPEX,57729107,93415,0.0
2026-01-08,4951,精拓科,TPEX,34148713,1465001,0.0
2026-01-08,4953,緯軟,TPEX,73147014,10470837,0.0
2026-01-08,4966,譜瑞-KY,TPEX,80057788,28451825,0.0
2026-01-08,4971,IET-KY,TPEX,39985743,9706800,0.0
2026-01-08,4972,湯石照明,TPEX,56888587,1577434,0.0
2026-01-08,4973,廣穎,TPEX,65392843,7303746,0.0
2026-01-08,4974,亞泰,TPEX,72500104,4634015,0.0
2026-01-08,4979,華星光,TPEX,140839794,34186541,0.0
2026-01-08,4987,科誠,TPEX,31878000,936778,0.0
2026-01-08,4991,環宇-KY,TPEX,113786308,25746920,0.0
2026-01-08,4995,晶達,TPEX,42336036,944605,0.0
2026-01-08,5009,榮剛,TPEX,602471197,68216620,0.0
2026-01-08,5011,久陽,TPEX,100669738,720076,0.0
2026-01-08,5013,強新,TPEX,133416000,16279804,0.0
2026-01-08,5014,建錩,TPEX,183265054,3733726,0.0
2026-01-08,5015,華祺,TPEX,60639189,3578720,0.0
2026-01-08,5016,松和,TPEX,49622076,197207,0.0
2026-01-08,5201,凱衛,TPEX,38674600,3608324,0.0
2026-01-08,5202,力新,TPEX,89094000,3628754,0.0
2026-01-08,5205,中茂,TPEX,13500000,6001,0.0
2026-01-08,5206,坤悅,TPEX,171517500,10919436,0.0
2026-01-08,5209,新鼎,TPEX,28427103,564981,0.0
2026-01-08,5210,寶碩,TPEX,82177779,536754,0.0
2026-01-08,5211,蒙恬,TPEX,32024727,2665543,0.0
2026-01-08,5212,凌網,TPEX,34633000,7571371,0.0
2026-01-08,5213,亞昕,TPEX,721334326,8941222,0.0
2026-01-08,5220,萬達光電,TPEX,39667000,79503,0.0
2026-01-08,5223,安力-KY,TPEX,44549781,18739353,0.0
2026-01-08,5227,立凱-KY,TPEX,68000000,8031246,0.0
2026-01-08,5228,鈺鎧,TPEX,38056253,141000,0.0
2026-01-08,5230,雷笛克光學,TPEX,55976730,1002404,0.0
2026-01-08,5236,凌陽創新,TPEX,60004038,1610076,0.0
2026-01-08,5245,智晶,TPEX,43160000,1583914,0.0
2026-01-08,5251,天鉞電,TPEX,33733377,9132699,0.0
2026-01-08,5263,智崴,TPEX,73858088,10614159,0.0
2026-01-08,5272,笙科,TPEX,55276118,1034105,0.0
2026-01-08,5274,信驊,TPEX,37802685,21074956,0.0
2026-01-08,5276,達輝-KY,TPEX,39500000,30421000,0.0
2026-01-08,5278,尚凡*,TPEX,300000000,4901380,0.0
2026-01-08,5287,數字,TPEX,60314050,11134438,0.0
2026-01-08,5289,宜鼎,TPEX,94649217,31368864,0.0
2026-01-08,5291,邑昇,TPEX,39890606,0,0.0
2026-01-08,5299,杰力,TPEX,50888981,828887,0.0
2026-01-08,5301,寶得利,TPEX,65890304,1395473,0.0
2026-01-08,5302,太欣,TPEX,159888349,400640,0.0
2026-01-08,5309,系統電,TPEX,191781375,21793878,0.0
2026-01-08,5310,天剛,TPEX,28943517,19000,0.0
2026-01-08,5312,寶島科,TPEX,60059898,4983233,0.0
2026-01-08,5314,世紀*,TPEX,292000000,29388775,0.0
2026-01-08,5315,光聯,TPEX,106351832,13060515,0.0
2026-01-08,5321,美而快,TPEX,53179802,872267,0.0
2026-01-08,5324,士開,TPEX,226379090,11592428,0.0
2026-01-08,5328,華容,TPEX,172710724,2488064,0.0
2026-01-08,5340,建榮,TPEX,194893964,103411035,0.0
2026-01-08,5344,立衛,TPEX,79447460,91333,0.0
2026-01-08,5345,馥鴻,TPEX,37795000,976,0.0
2026-01-08,5347,世界,TPEX,1867392355,345198101,0.0
2026-01-08,5348,正能量智能,TPEX,14775917,3027,0.0
2026-01-08,5351,鈺創,TPEX,325595781,75810754,0.0
2026-01-08,5353,台林,TPEX,75500000,455015,0.0
2026-01-08,5355,佳總,TPEX,166122792,455015,0.0
2026-01-08,5356,協益,TPEX,103040000,3880040,0.0
2026-01-08,5364,力麗店,TPEX,63849940,266798,0.0
2026-01-08,5371,中光電,TPEX,390981110,51921782,0.0
2026-01-08,5381,合正,TPEX,244526837,2986204,0.0
2026-01-08,5386,青雲,TPEX,36080881,1385527,0.0
2026-01-08,5392,能率,TPEX,176562145,9001567,0.0
2026-01-08,5398,慕康生醫,TPEX,49465460,3227731,0.0
2026-01-08,5403,中菲,TPEX,76193090,4566948,0.0
2026-01-08,5410,國眾,TPEX,91324123,8773419,0.0
2026-01-08,5425,台半,TPEX,263485486,34984860,0.0
2026-01-08,5426,振發,TPEX,143800000,4726935,0.0
2026-01-08,5432,新門,TPEX,20687804,769259,0.0
2026-01-08,5438,東友,TPEX,112536565,1397472,0.0
2026-01-08,5439,高技,TPEX,92975752,18765085,0.0
2026-01-08,5443,均豪,TPEX,164746644,4888708,0.0
2026-01-08,5450,南良,TPEX,122403239,95532,0.0
2026-01-08,5452,佶優,TPEX,148763669,14125618,0.0
2026-01-08,5455,昇益,TPEX,65501813,42398,0.0
2026-01-08,5457,宣德,TPEX,174514900,58715898,0.0
2026-01-08,5460,同協,TPEX,58778130,685257,0.0
2026-01-08,5464,霖宏,TPEX,71071490,482155,0.0
2026-01-08,5465,富驊,TPEX,147682629,2254523,0.0
2026-01-08,5468,凱鈺,TPEX,58922909,214091,0.0
2026-01-08,5474,聰泰,TPEX,39756944,908531,0.0
2026-01-08,5475,德宏,TPEX,127127017,7044805,0.0
2026-01-08,5478,智冠,TPEX,156074332,29309952,0.0
2026-01-08,5481,新華,TPEX,71402891,19415006,0.0
2026-01-08,5483,中美晶,TPEX,641221651,119795872,0.0
2026-01-08,5487,通泰,TPEX,24222516,83045,0.0
2026-01-08,5488,松普,TPEX,91586124,1015829,0.0
2026-01-08,5489,彩富,TPEX,102706441,1370957,0.0
2026-01-08,5490,同亨,TPEX,96152201,7548800,0.0
2026-01-08,5493,三聯,TPEX,43689255,1387843,0.0
2026-01-08,5498,凱崴,TPEX,192448545,19327477,0.0
2026-01-08,5508,永信建,TPEX,217428133,17850436,0.0
2026-01-08,5511,德昌,TPEX,113440000,3782592,0.0
2026-01-08,5512,力麒,TPEX,766312494,40300634,0.0
2026-01-08,5514,三豐,TPEX,236118280,0,0.0
2026-01-08,5516,雙喜,TPEX,51545223,19359,0.0
2026-01-08,5520,力泰,TPEX,59975245,20000,0.0
2026-01-08,5523,豐謙,TPEX,155001464,356411,0.0
2026-01-08,5529,鉅陞,TPEX,101837481,661445,0.0
2026-01-08,5530,龍巖,TPEX,420084199,231305335,0.0
2026-01-08,5536,聖暉*,TPEX,124080930,30893826,0.0
