date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
2/10,2345,康和-台南,8458,0,30,-30,0.31,7,sell,2026-02-11
2/10,2345,永豐金-匯立,0039004100380031,195,54,141,1.46,8,buy,2026-02-11
2/10,2345,群益金鼎-天母,0039003100380050,0,28,-28,0.29,8,sell,2026-02-11
2/10,2345,台新證券,8150,198,72,126,1.31,9,buy,2026-02-11
2/10,2345,元大-內湖,003900380039004e,12,39,-27,0.28,9,sell,2026-02-11
2/10,2345,群益金鼎,9100,147,48,99,1.03,10,buy,2026-02-11
2/10,2345,國泰-敦南,8888,101,125,-24,0.25,10,sell,2026-02-11
2/10,2345,中國信託,6160,123,37,86,0.89,11,buy,2026-02-11
2/10,2345,群益金鼎-台北,0039003100380058,27,51,-24,0.25,11,sell,2026-02-11
2/10,2345,永豐金證券,0039004100300030,140,54,86,0.89,12,buy,2026-02-11
2/10,2345,玉山證券,8840,6,30,-24,0.25,12,sell,2026-02-11
2/10,2345,法銀巴黎,8900,79,1,78,0.81,13,buy,2026-02-11
2/10,2345,宏遠-館前,0031003200360055,0,22,-22,0.23,13,sell,2026-02-11
2/10,2345,凱基,9200,91,19,72,0.75,14,buy,2026-02-11
2/10,2345,統一-士林,003500380035004d,6,28,-22,0.23,14,sell,2026-02-11
2/10,2345,統一,5850,91,37,54,0.56,15,buy,2026-02-11
2/10,2345,永豐金-內湖,0039004100390067,3,24,-21,0.22,15,sell,2026-02-11
2/10,3006,摩根大通,8440,1480,673,807,4.72,1,buy,2026-02-11
2/10,3006,元富-西松,003900420032006e,18,501,-483,2.83,1,sell,2026-02-11
2/10,3006,美林,1440,829,44,785,4.59,2,buy,2026-02-11
2/10,3006,凱基-站前,0039003200300046,42,466,-424,2.48,2,sell,2026-02-11
2/10,3006,台灣摩根士丹利,1470,1273,613,660,3.86,3,buy,2026-02-11
2/10,3006,永豐金證券,0039004100300030,119,493,-374,2.19,3,sell,2026-02-11
2/10,3006,富邦-公益,0039003600310046,276,19,257,1.5,4,buy,2026-02-11
2/10,3006,元大-內湖,003900380039004e,28,216,-188,1.1,4,sell,2026-02-11
2/10,3006,凱基-台北,9268,1413,1227,186,1.09,5,buy,2026-02-11
2/10,3006,華南永昌-台中,9302,18,190,-172,1.01,5,sell,2026-02-11
2/10,3006,花旗環球,1590,457,318,139,0.81,6,buy,2026-02-11
2/10,3006,富邦-陽明,9604,25,133,-108,0.63,6,sell,2026-02-11
2/10,3006,法銀巴黎,8900,81,1,80,0.47,7,buy,2026-02-11
2/10,3006,元大證券,9800,918,1020,-102,0.6,7,sell,2026-02-11
2/10,3006,新加坡商瑞銀,1650,215,162,53,0.31,8,buy,2026-02-11
2/10,3006,美商高盛,1480,612,710,-98,0.57,8,sell,2026-02-11
2/10,3006,(牛牛牛)亞證券,6010,50,0,50,0.29,9,buy,2026-02-11
2/10,3006,永豐金-敦南,0039004100380046,41,125,-84,0.49,9,sell,2026-02-11
2/10,3006,元大-信義,003900380039006d,51,2,49,0.29,10,buy,2026-02-11
2/10,3006,國泰證券,8880,1,82,-81,0.47,10,sell,2026-02-11
2/10,3006,富邦-樹林,0039003600320045,83,37,46,0.27,11,buy,2026-02-11
2/10,3006,統一,5850,27,105,-78,0.46,11,sell,2026-02-11
2/10,3006,華南永昌-古亭,9309,46,4,42,0.25,12,buy,2026-02-11
2/10,3006,玉山-新莊,8842,11,82,-71,0.42,12,sell,2026-02-11
2/10,3006,元大-桃園,0039003800380042,41,4,37,0.22,13,buy,2026-02-11
2/10,3006,凱基-桃園,9208,25,85,-60,0.35,13,sell,2026-02-11
2/10,3006,宏遠證券,1260,51,17,34,0.2,14,buy,2026-02-11
2/10,3006,第一金-華江,0035003300380057,9,67,-58,0.34,14,sell,2026-02-11
2/10,3006,富邦證券,9600,81,47,34,0.2,15,buy,2026-02-11
2/10,3006,合庫-西台中,0031003000320046,3,59,-56,0.33,15,sell,2026-02-11
2/10,2379,花旗環球,1590,238,123,115,6.48,1,buy,2026-02-11
2/10,2379,元大證券,9800,24,144,-120,6.76,1,sell,2026-02-11
2/10,2379,港商野村,1560,76,0,76,4.28,2,buy,2026-02-11
2/10,2379,永豐金-匯立,0039004100380031,7,125,-118,6.65,2,sell,2026-02-11
2/10,2379,新加坡商瑞銀,1650,205,130,75,4.23,3,buy,2026-02-11
2/10,2379,美商高盛,1480,223,268,-45,2.54,3,sell,2026-02-11
2/10,2379,美林,1440,63,13,50,2.82,4,buy,2026-02-11
2/10,2379,兆豐-新竹,0037003000300056,4,25,-21,1.18,4,sell,2026-02-11
2/10,2379,凱基-台北,9268,158,112,46,2.59,5,buy,2026-02-11
2/10,2379,香港上海匯豐,8960,6,26,-20,1.13,5,sell,2026-02-11
2/10,2379,港商麥格理,1360,117,77,40,2.25,6,buy,2026-02-11
2/10,2379,美好-富順,003500320036004b,0,16,-16,0.9,6,sell,2026-02-11
2/10,2379,摩根大通,8440,75,51,24,1.35,7,buy,2026-02-11
2/10,2379,凱基-竹科,9272,1,16,-15,0.85,7,sell,2026-02-11
2/10,2379,兆豐證券,7000,23,0,23,1.3,8,buy,2026-02-11
2/10,2379,兆豐-竹北,7007,0,15,-15,0.85,8,sell,2026-02-11
2/10,2379,國泰證券,8880,10,0,10,0.56,9,buy,2026-02-11
2/10,2379,玉山證券,8840,1,15,-14,0.79,9,sell,2026-02-11
2/10,2379,元大-台北,0039003800300068,10,0,10,0.56,10,buy,2026-02-11
2/10,2379,群益金鼎-館前,0039003100330059,0,10,-10,0.56,10,sell,2026-02-11
2/10,2379,台灣摩根士丹利,1470,76,66,10,0.56,11,buy,2026-02-11
2/10,2379,統一-三重,003500380035004a,1,10,-9,0.51,11,sell,2026-02-11
2/10,2379,元富-西松,003900420032006e,8,0,8,0.45,12,buy,2026-02-11
2/10,2379,群益金鼎-敦南,9101,2,11,-9,0.51,12,sell,2026-02-11
2/10,2379,元富-松德,0039004200320061,7,0,7,0.39,13,buy,2026-02-11
2/10,2379,凱基-中壢,9285,8,16,-8,0.45,13,sell,2026-02-11
2/10,2379,富邦-新竹,9647,9,3,6,0.34,14,buy,2026-02-11
2/10,2379,聯邦商銀,8580,0,8,-8,0.45,14,sell,2026-02-11
2/10,2379,凱基,9200,10,4,6,0.34,15,buy,2026-02-11
2/10,2379,中國信託,6160,2,9,-7,0.39,15,sell,2026-02-11
2/10,3034,摩根大通,8440,528,61,467,15.65,1,buy,2026-02-11
2/10,3034,元大證券,9800,127,312,-185,6.2,1,sell,2026-02-11
2/10,3034,台灣摩根士丹利,1470,310,101,209,7.0,2,buy,2026-02-11
2/10,3034,美商高盛,1480,218,338,-120,4.02,2,sell,2026-02-11
2/10,3034,美林,1440,223,26,197,6.6,3,buy,2026-02-11
2/10,3034,香港上海匯豐,8960,18,96,-78,2.61,3,sell,2026-02-11
2/10,3034,凱基-台北,9268,263,125,138,4.62,4,buy,2026-02-11
2/10,3034,永豐金證券,0039004100300030,10,60,-50,1.68,4,sell,2026-02-11
2/10,3034,臺銀,1040,81,2,79,2.65,5,buy,2026-02-11
2/10,3034,法銀巴黎,8900,0,50,-50,1.68,5,sell,2026-02-11
2/10,3034,港商野村,1560,132,59,73,2.45,6,buy,2026-02-11
2/10,3034,玉山-台中,0038003800340042,0,31,-31,1.04,6,sell,2026-02-11
2/10,3034,新加坡商瑞銀,1650,177,120,57,1.91,7,buy,2026-02-11
2/10,3034,港商麥格理,1360,0,30,-30,1.01,7,sell,2026-02-11
2/10,3034,元富-城東,0039004200320072,27,0,27,0.9,8,buy,2026-02-11
2/10,3034,國泰-板橋,003800380038004b,4,34,-30,1.01,8,sell,2026-02-11
2/10,3034,花旗環球,1590,29,5,24,0.8,9,buy,2026-02-11
2/10,3034,元大-六合,0039003800320043,12,37,-25,0.84,9,sell,2026-02-11
2/10,3034,元富-城中,0039004200320045,15,1,14,0.47,10,buy,2026-02-11
2/10,3034,玉山證券,8840,9,31,-22,0.74,10,sell,2026-02-11
2/10,3034,國泰-敦南,8888,33,19,14,0.47,11,buy,2026-02-11
2/10,3034,中國信託,6160,3,25,-22,0.74,11,sell,2026-02-11
2/10,3034,玉山-高雄,8843,13,6,7,0.23,12,buy,2026-02-11
2/10,3034,台新證券,8150,15,35,-20,0.67,12,sell,2026-02-11
2/10,3034,永豐金-永康,0039004100390063,14,8,6,0.2,13,buy,2026-02-11
2/10,3034,玉山-台南,8847,2,17,-15,0.5,13,sell,2026-02-11
2/10,3034,群益金鼎-鳳山,0039003100380063,5,0,5,0.17,14,buy,2026-02-11
2/10,3034,群益金鼎,9100,39,52,-13,0.44,14,sell,2026-02-11
2/10,3034,凱基-竹科,9272,6,1,5,0.17,15,buy,2026-02-11
2/10,3034,群益金鼎-宜蘭,003900310038007a,0,12,-12,0.4,15,sell,2026-02-11
2/10,2412,統一,5850,4049,131,3918,38.72,1,buy,2026-02-11
2/10,2412,富邦證券,9600,5,1003,-998,9.86,1,sell,2026-02-11
2/10,2412,凱基,9200,689,4,685,6.77,2,buy,2026-02-11
2/10,2412,國泰證券,8880,11,1000,-989,9.77,2,sell,2026-02-11
2/10,2412,台灣摩根士丹利,1470,713,365,348,3.44,3,buy,2026-02-11
2/10,2412,美商高盛,1480,212,1144,-932,9.21,3,sell,2026-02-11
2/10,2412,美林,1440,975,654,321,3.17,4,buy,2026-02-11
2/10,2412,永豐金證券,0039004100300030,108,1038,-930,9.19,4,sell,2026-02-11
2/10,2412,凱基-台北,9268,345,58,287,2.84,5,buy,2026-02-11
2/10,2412,新加坡商瑞銀,1650,196,1019,-823,8.13,5,sell,2026-02-11
2/10,2412,中國信託,6160,203,0,203,2.01,6,buy,2026-02-11
2/10,2412,花旗環球,1590,80,451,-371,3.67,6,sell,2026-02-11
2/10,2412,港商麥格理,1360,171,0,171,1.69,7,buy,2026-02-11
2/10,2412,群益金鼎-彰化,9187,0,150,-150,1.48,7,sell,2026-02-11
2/10,2412,法銀巴黎,8900,97,40,57,0.56,8,buy,2026-02-11
2/10,2412,永豐金-匯立,0039004100380031,23,137,-114,1.13,8,sell,2026-02-11
2/10,2412,凱基-豐中,9223,55,0,55,0.54,9,buy,2026-02-11
2/10,2412,兆豐證券,7000,0,86,-86,0.85,9,sell,2026-02-11
2/10,2412,土銀,1030,51,2,49,0.48,10,buy,2026-02-11
2/10,2412,國泰-敦南,8888,23,69,-46,0.45,10,sell,2026-02-11
2/10,2412,群益金鼎-東湖,003900310038004b,40,0,40,0.4,11,buy,2026-02-11
2/10,2412,國泰-新莊,8886,1,45,-44,0.43,11,sell,2026-02-11
2/10,2412,富邦-台北,9623,33,1,32,0.32,12,buy,2026-02-11
2/10,2412,美好,5260,0,40,-40,0.4,12,sell,2026-02-11
2/10,2412,凱基-科園,9254,31,0,31,0.31,13,buy,2026-02-11
2/10,2412,群益金鼎-民權,9131,0,38,-38,0.38,13,sell,2026-02-11
2/10,2412,群益金鼎-天母,0039003100380050,30,0,30,0.3,14,buy,2026-02-11
2/10,2412,統一-中壢,5853,0,35,-35,0.35,14,sell,2026-02-11
2/10,2412,香港上海匯豐,8960,24,0,24,0.24,15,buy,2026-02-11
2/10,2412,富邦-高雄,9659,0,33,-33,0.33,15,sell,2026-02-11
2/11,2330,美林,1440,4221,1579,2642,6.05,1,buy,2026-02-12
2/11,2330,永豐金-匯立,0039004100380031,502,7683,-7181,16.45,1,sell,2026-02-12
2/11,2330,元大證券,9800,3499,1005,2494,5.71,2,buy,2026-02-12
2/11,2330,港商麥格理,1360,32,1902,-1870,4.28,2,sell,2026-02-12
2/11,2330,香港上海匯豐,8960,1283,68,1215,2.78,3,buy,2026-02-12
2/11,2330,富邦證券,9600,416,2260,-1844,4.23,3,sell,2026-02-12
2/11,2330,花旗環球,1590,1899,822,1077,2.47,4,buy,2026-02-12
2/11,2330,美商高盛,1480,1901,3694,-1793,4.11,4,sell,2026-02-12
2/11,2330,摩根大通,8440,3577,2506,1071,2.45,5,buy,2026-02-12
2/11,2330,臺銀,1040,59,1046,-987,2.26,5,sell,2026-02-12
2/11,2330,永豐金證券,0039004100300030,1123,142,981,2.25,6,buy,2026-02-12
2/11,2330,台灣摩根士丹利,1470,3017,3549,-532,1.22,6,sell,2026-02-12
2/11,2330,凱基,9200,875,16,859,1.97,7,buy,2026-02-12
2/11,2330,土銀,1030,39,227,-188,0.43,7,sell,2026-02-12
2/11,2330,凱基-台北,9268,1954,1313,641,1.47,8,buy,2026-02-12
2/11,2330,港商野村,1560,177,348,-171,0.39,8,sell,2026-02-12
2/11,2330,永豐金-中正,0039004100390055,516,29,487,1.12,9,buy,2026-02-12
2/11,2330,元大-向上,9824,5,148,-143,0.33,9,sell,2026-02-12
2/11,2330,法銀巴黎,8900,472,15,457,1.05,10,buy,2026-02-12
2/11,2330,元富-板橋,0039004200320062,36,172,-136,0.31,10,sell,2026-02-12
2/11,2330,富邦-建國,9658,550,102,448,1.03,11,buy,2026-02-12
2/11,2330,中國信託,6160,128,261,-133,0.3,11,sell,2026-02-12
2/11,2330,宏遠證券,1260,455,67,388,0.89,12,buy,2026-02-12
2/11,2330,華南永昌-大安,9307,22,137,-115,0.26,12,sell,2026-02-12
2/11,2330,新加坡商瑞銀,1650,2272,1956,316,0.72,13,buy,2026-02-12
2/11,2330,宏遠-桃園,1262,1,111,-110,0.25,13,sell,2026-02-12
2/11,2330,國泰證券,8880,419,161,258,0.59,14,buy,2026-02-12
2/11,2330,元大-大同,0039003800390047,20,117,-97,0.22,14,sell,2026-02-12
2/11,2330,兆豐證券,7000,278,36,242,0.55,15,buy,2026-02-12
2/11,2330,統一,5850,115,188,-73,0.17,15,sell,2026-02-12
2/11,2317,摩根大通,8440,8561,1324,7237,10.7,1,buy,2026-02-12
2/11,2317,臺銀,1040,35,1114,-1079,1.59,1,sell,2026-02-12
2/11,2317,台灣摩根士丹利,1470,8394,1399,6995,10.34,2,buy,2026-02-12
2/11,2317,華南永昌,9300,32,1023,-991,1.46,2,sell,2026-02-12
2/11,2317,新加坡商瑞銀,1650,7558,1570,5988,8.85,3,buy,2026-02-12
2/11,2317,國泰-敦南,8888,595,1524,-929,1.37,3,sell,2026-02-12
2/11,2317,美林,1440,4824,1106,3718,5.49,4,buy,2026-02-12
2/11,2317,台新證券,8150,274,1203,-929,1.37,4,sell,2026-02-12
2/11,2317,美商高盛,1480,4992,1831,3161,4.67,5,buy,2026-02-12
2/11,2317,國泰證券,8880,16,905,-889,1.31,5,sell,2026-02-12
2/11,2317,元大證券,9800,3932,2455,1477,2.18,6,buy,2026-02-12
2/11,2317,元大-彰化,0039003800310047,17,740,-723,1.07,6,sell,2026-02-12
2/11,2317,凱基-台北,9268,4056,2893,1163,1.72,7,buy,2026-02-12
2/11,2317,新光,8560,235,922,-687,1.02,7,sell,2026-02-12
2/11,2317,花旗環球,1590,1442,575,867,1.28,8,buy,2026-02-12
2/11,2317,永豐金-匯立,0039004100380031,384,923,-539,0.8,8,sell,2026-02-12
2/11,2317,中國信託,6160,1038,172,866,1.28,9,buy,2026-02-12
2/11,2317,元富,0039004200300030,30,564,-534,0.79,9,sell,2026-02-12
2/11,2317,凱基,9200,663,57,606,0.9,10,buy,2026-02-12
2/11,2317,元大-華山,0039003800310055,25,529,-504,0.74,10,sell,2026-02-12
2/11,2317,第一金-忠孝,0035003300380044,665,154,511,0.76,11,buy,2026-02-12
2/11,2317,富邦-永和,9654,118,421,-303,0.45,11,sell,2026-02-12
2/11,2317,香港上海匯豐,8960,609,106,503,0.74,12,buy,2026-02-12
2/11,2317,台新-台中,0038003100350042,49,313,-264,0.39,12,sell,2026-02-12
2/11,2317,港商野村,1560,555,64,491,0.73,13,buy,2026-02-12
2/11,2317,國泰-板橋,003800380038004b,58,322,-264,0.39,13,sell,2026-02-12
2/11,2317,法銀巴黎,8900,480,73,407,0.6,14,buy,2026-02-12
2/11,2317,新光-台中,8561,85,342,-257,0.38,14,sell,2026-02-12
2/11,2317,永豐金證券,0039004100300030,811,437,374,0.55,15,buy,2026-02-12
2/11,2317,國泰-台中,8882,110,359,-249,0.37,15,sell,2026-02-12
2/11,2454,港商麥格理,1360,1170,47,1123,12.86,1,buy,2026-02-12
2/11,2454,美商高盛,1480,581,1139,-558,6.39,1,sell,2026-02-12
2/11,2454,花旗環球,1590,192,61,131,1.5,2,buy,2026-02-12
2/11,2454,永豐金-匯立,0039004100380031,59,470,-411,4.71,2,sell,2026-02-12
2/11,2454,國泰證券,8880,158,29,129,1.48,3,buy,2026-02-12
2/11,2454,新加坡商瑞銀,1650,349,701,-352,4.03,3,sell,2026-02-12
2/11,2454,富邦證券,9600,118,4,114,1.31,4,buy,2026-02-12
2/11,2454,凱基-站前,0039003200300046,4,104,-100,1.15,4,sell,2026-02-12
2/11,2454,凱基-信義,9216,100,1,99,1.13,5,buy,2026-02-12
2/11,2454,凱基-永和,9207,1,54,-53,0.61,5,sell,2026-02-12
2/11,2454,法銀巴黎,8900,96,9,87,1.0,6,buy,2026-02-12
2/11,2454,凱基-台北,9268,294,331,-37,0.42,6,sell,2026-02-12
2/11,2454,中國信託,6160,100,22,78,0.89,7,buy,2026-02-12
2/11,2454,元大-內湖,003900380039004e,4,34,-30,0.34,7,sell,2026-02-12
2/11,2454,香港上海匯豐,8960,78,4,74,0.85,8,buy,2026-02-12
2/11,2454,元大-三重,0039003800380043,0,30,-30,0.34,8,sell,2026-02-12
2/11,2454,群益金鼎,9100,102,29,73,0.84,9,buy,2026-02-12
2/11,2454,元富-虎尾,003900420032004e,0,30,-30,0.34,9,sell,2026-02-12
2/11,2454,台灣摩根士丹利,1470,660,601,59,0.68,10,buy,2026-02-12
2/11,2454,元大-館前,003900380034004b,15,41,-26,0.3,10,sell,2026-02-12
2/11,2454,美林,1440,288,233,55,0.63,11,buy,2026-02-12
2/11,2454,統一,5850,50,74,-24,0.27,11,sell,2026-02-12
2/11,2454,統一-內湖,0035003800350062,53,2,51,0.58,12,buy,2026-02-12
2/11,2454,國泰-敦南,8888,109,132,-23,0.26,12,sell,2026-02-12
2/11,2454,第一金-新竹,0035003300380042,49,4,45,0.52,13,buy,2026-02-12
2/11,2454,台新證券,8150,111,134,-23,0.26,13,sell,2026-02-12
2/11,2454,宏遠證券,1260,47,3,44,0.5,14,buy,2026-02-12
2/11,2454,元富-西松,003900420032006e,17,40,-23,0.26,14,sell,2026-02-12
2/11,2454,元大-大同,0039003800390047,55,17,38,0.44,15,buy,2026-02-12
2/11,2454,華南永昌-台中,9302,10,32,-22,0.25,15,sell,2026-02-12
2/11,2308,美商高盛,1480,1585,575,1010,6.57,1,buy,2026-02-12
2/11,2308,摩根大通,8440,877,1765,-888,5.77,1,sell,2026-02-12
2/11,2308,元大證券,9800,1460,787,673,4.38,2,buy,2026-02-12
2/11,2308,港商野村,1560,1,396,-395,2.57,2,sell,2026-02-12
2/11,2308,美林,1440,930,365,565,3.67,3,buy,2026-02-12
2/11,2308,凱基-台北,9268,608,877,-269,1.75,3,sell,2026-02-12
2/11,2308,新加坡商瑞銀,1650,1450,936,514,3.34,4,buy,2026-02-12
2/11,2308,國泰-敦南,8888,128,275,-147,0.96,4,sell,2026-02-12
2/11,2308,國泰證券,8880,543,53,490,3.19,5,buy,2026-02-12
2/11,2308,富邦證券,9600,433,541,-108,0.7,5,sell,2026-02-12
2/11,2308,台灣摩根士丹利,1470,724,304,420,2.73,6,buy,2026-02-12
2/11,2308,土銀,1030,2,65,-63,0.41,6,sell,2026-02-12
2/11,2308,康和,8450,283,12,271,1.76,7,buy,2026-02-12
2/11,2308,臺銀,1040,3,61,-58,0.38,7,sell,2026-02-12
2/11,2308,永豐金證券,0039004100300030,318,55,263,1.71,8,buy,2026-02-12
2/11,2308,國泰-新莊,8886,6,58,-52,0.34,8,sell,2026-02-12
2/11,2308,兆豐證券,7000,239,42,197,1.28,9,buy,2026-02-12
2/11,2308,中國信託-文心,6164,6,54,-48,0.31,9,sell,2026-02-12
2/11,2308,凱基,9200,206,25,181,1.18,10,buy,2026-02-12
2/11,2308,富邦-建國,9658,16,62,-46,0.3,10,sell,2026-02-12
2/11,2308,玉山證券,8840,191,50,141,0.92,11,buy,2026-02-12
2/11,2308,兆豐-桃鶯,0037003000300055,1,46,-45,0.29,11,sell,2026-02-12
2/11,2308,群益金鼎-台北,0039003100380058,125,0,125,0.81,12,buy,2026-02-12
2/11,2308,台灣企銀-埔墘,0031003100310047,0,42,-42,0.27,12,sell,2026-02-12
2/11,2308,台新證券,8150,237,125,112,0.73,13,buy,2026-02-12
2/11,2308,國泰-館前,0038003800380041,17,59,-42,0.27,13,sell,2026-02-12
2/11,2308,永豐金-匯立,0039004100380031,112,12,100,0.65,14,buy,2026-02-12
2/11,2308,大昌-樹林,6461,6,47,-41,0.27,14,sell,2026-02-12
2/11,2308,統一,5850,156,66,90,0.59,15,buy,2026-02-12
2/11,2308,元大-南京,9862,6,44,-38,0.25,15,sell,2026-02-12
2/11,2382,新加坡商瑞銀,1650,2196,650,1546,9.28,1,buy,2026-02-12
2/11,2382,元大證券,9800,986,1620,-634,3.81,1,sell,2026-02-12
2/11,2382,摩根大通,8440,2451,1231,1220,7.33,2,buy,2026-02-12
2/11,2382,國泰證券,8880,1,576,-575,3.45,2,sell,2026-02-12
2/11,2382,美商高盛,1480,1983,958,1025,6.16,3,buy,2026-02-12
2/11,2382,元大-復北,9872,8,352,-344,2.07,3,sell,2026-02-12
2/11,2382,中國信託,6160,860,54,806,4.84,4,buy,2026-02-12
2/11,2382,台新證券,8150,73,382,-309,1.86,4,sell,2026-02-12
2/11,2382,美林,1440,809,101,708,4.25,5,buy,2026-02-12
2/11,2382,凱基-高美館,9215,39,309,-270,1.62,5,sell,2026-02-12
2/11,2382,國票-敦北法人,0037003700390063,296,4,292,1.75,6,buy,2026-02-12
2/11,2382,國泰-敦南,8888,107,303,-196,1.18,6,sell,2026-02-12
2/11,2382,大和國泰,8890,217,0,217,1.3,7,buy,2026-02-12
2/11,2382,合庫證券,1020,5,192,-187,1.12,7,sell,2026-02-12
2/11,2382,土銀,1030,177,3,174,1.04,8,buy,2026-02-12
2/11,2382,統一,5850,2,175,-173,1.04,8,sell,2026-02-12
2/11,2382,花旗環球,1590,346,213,133,0.8,9,buy,2026-02-12
2/11,2382,國票-安和,003700370039005a,5,160,-155,0.93,9,sell,2026-02-12
2/11,2382,法銀巴黎,8900,101,0,101,0.61,10,buy,2026-02-12
2/11,2382,中國信託-永康,6163,1,153,-152,0.91,10,sell,2026-02-12
2/11,2382,凱基-大直,9218,104,9,95,0.57,11,buy,2026-02-12
2/11,2382,宏遠證券,1260,2,128,-126,0.76,11,sell,2026-02-12
2/11,2382,凱基,9200,136,42,94,0.56,12,buy,2026-02-12
2/11,2382,永豐金證券,0039004100300030,219,334,-115,0.69,12,sell,2026-02-12
2/11,2382,永豐金-匯立,0039004100380031,60,0,60,0.36,13,buy,2026-02-12
2/11,2382,台灣摩根士丹利,1470,784,896,-112,0.67,13,sell,2026-02-12
2/11,2382,港商野村,1560,210,151,59,0.35,14,buy,2026-02-12
2/11,2382,華南永昌-嘉義,9314,0,102,-102,0.61,14,sell,2026-02-12
2/11,2382,國票-和平,003700370039006a,60,1,59,0.35,15,buy,2026-02-12
2/11,2382,永豐金-內湖,0039004100390067,4,82,-78,0.47,15,sell,2026-02-12
2/11,2891,新加坡商瑞銀,1650,4399,190,4209,12.44,1,buy,2026-02-12
2/11,2891,大和國泰,8890,0,8148,-8148,24.07,1,sell,2026-02-12
2/11,2891,美商高盛,1480,3474,448,3026,8.94,2,buy,2026-02-12
2/11,2891,富邦證券,9600,113,1815,-1702,5.03,2,sell,2026-02-12
2/11,2891,美林,1440,3756,777,2979,8.8,3,buy,2026-02-12
2/11,2891,摩根大通,8440,3467,5140,-1673,4.94,3,sell,2026-02-12
2/11,2891,台灣摩根士丹利,1470,3393,697,2696,7.97,4,buy,2026-02-12
2/11,2891,凱基-台北,9268,1368,2515,-1147,3.39,4,sell,2026-02-12
2/11,2891,花旗環球,1590,1787,0,1787,5.28,5,buy,2026-02-12
2/11,2891,合庫-新竹,0031003000320041,0,500,-500,1.48,5,sell,2026-02-12
2/11,2891,中國信託,6160,1092,70,1022,3.02,6,buy,2026-02-12
2/11,2891,元大證券,9800,4612,5032,-420,1.24,6,sell,2026-02-12
2/11,2891,永豐金證券,0039004100300030,795,43,752,2.22,7,buy,2026-02-12
2/11,2891,港商麥格理,1360,5,397,-392,1.16,7,sell,2026-02-12
2/11,2891,法銀巴黎,8900,772,266,506,1.5,8,buy,2026-02-12
2/11,2891,元大-板橋,0039003800390043,6,309,-303,0.9,8,sell,2026-02-12
2/11,2891,香港上海匯豐,8960,420,0,420,1.24,9,buy,2026-02-12
2/11,2891,兆豐證券,7000,0,262,-262,0.77,9,sell,2026-02-12
2/11,2891,永豐金-匯立,0039004100380031,237,12,225,0.66,10,buy,2026-02-12
2/11,2891,凱基,9200,1004,1121,-117,0.35,10,sell,2026-02-12
2/11,2891,臺銀,1040,170,13,157,0.46,11,buy,2026-02-12
2/11,2891,凱基-中山,9229,3,110,-107,0.32,11,sell,2026-02-12
2/11,2891,(牛牛牛)亞證券,6010,101,0,101,0.3,12,buy,2026-02-12
2/11,2891,兆豐-員林,003700300030006b,3,109,-106,0.31,12,sell,2026-02-12
2/11,2891,華南永昌-敦南,9347,110,10,100,0.3,13,buy,2026-02-12
2/11,2891,群益金鼎-中壢,0039003100380041,1,101,-100,0.3,13,sell,2026-02-12
2/11,2891,國票證券,7790,96,15,81,0.24,14,buy,2026-02-12
2/11,2891,兆豐-城中,0037003000300057,60,160,-100,0.3,14,sell,2026-02-12
2/11,2891,元大-中和,0039003800390065,82,3,79,0.23,15,buy,2026-02-12
2/11,2891,國泰-台中,8882,21,111,-90,0.27,15,sell,2026-02-12
2/11,2881,新加坡商瑞銀,1650,1705,126,1579,9.16,1,buy,2026-02-12
2/11,2881,群益金鼎,9100,82,659,-577,3.35,1,sell,2026-02-12
2/11,2881,港商野村,1560,1898,426,1472,8.54,2,buy,2026-02-12
2/11,2881,中國信託-高雄,003600310036004b,3,501,-498,2.89,2,sell,2026-02-12
2/11,2881,摩根大通,8440,1772,629,1143,6.63,3,buy,2026-02-12
2/11,2881,新光,8560,14,335,-321,1.86,3,sell,2026-02-12
2/11,2881,美林,1440,1096,42,1054,6.11,4,buy,2026-02-12
2/11,2881,台新證券,8150,13,310,-297,1.72,4,sell,2026-02-12
2/11,2881,花旗環球,1590,837,254,583,3.38,5,buy,2026-02-12
2/11,2881,國泰-敦南,8888,47,262,-215,1.25,5,sell,2026-02-12
2/11,2881,美商高盛,1480,1040,469,571,3.31,6,buy,2026-02-12
2/11,2881,富邦-仁愛,9676,14,228,-214,1.24,6,sell,2026-02-12
2/11,2881,台灣摩根士丹利,1470,1463,967,496,2.88,7,buy,2026-02-12
2/11,2881,元大-斗六,0039003800300043,0,160,-160,0.93,7,sell,2026-02-12
2/11,2881,永豐金證券,0039004100300030,590,269,321,1.86,8,buy,2026-02-12
2/11,2881,元大-萬華,0039003800310071,1,145,-144,0.84,8,sell,2026-02-12
2/11,2881,元大證券,9800,1342,1048,294,1.71,9,buy,2026-02-12
2/11,2881,凱基-內湖,9287,1,137,-136,0.79,9,sell,2026-02-12
2/11,2881,凱基,9200,288,2,286,1.66,10,buy,2026-02-12
2/11,2881,國泰證券,8880,6,120,-114,0.66,10,sell,2026-02-12
2/11,2881,兆豐證券,7000,326,45,281,1.63,11,buy,2026-02-12
2/11,2881,富邦-台北,9623,5,117,-112,0.65,11,sell,2026-02-12
2/11,2881,法銀巴黎,8900,269,0,269,1.56,12,buy,2026-02-12
2/11,2881,京城-嘉義,8492,0,111,-111,0.64,12,sell,2026-02-12
